,Date,Symbols,Close,High,Low,Open,Volume
121,2020-11-04,GOOGL,1745.85,1770.03,1703.0,1705.5803,3567149
122,2020-11-04,FB,287.38,288.94,278.62,281.0,35364424
123,2020-11-04,PFE,36.552,37.326,36.19,36.288000000000004,39601567
124,2020-11-04,BNTX,90.69,91.1294,86.51,86.51,1701506
125,2020-11-04,MRNA,69.81,71.55,68.9188,68.97,5442067
126,2020-11-03,AMZN,3048.41,3074.9,2980.98,3018.53,4897880
127,2020-11-03,GOOGL,1645.66,1659.0,1612.108,1630.76,1571641
128,2020-11-03,FB,265.3,270.05,260.88,263.16,17961859
129,2020-11-03,PFE,35.436,35.857,35.329,35.671,20964807
130,2020-11-03,BNTX,87.22,88.2,84.85,84.91,1082581
131,2020-11-03,MRNA,69.08,69.25,66.59,66.75,4366928
132,2020-11-02,AMZN,3004.48,3079.705,2950.12,3061.74,7257350
133,2020-11-02,GOOGL,1624.32,1658.24,1614.24,1623.54,2211449
134,2020-11-02,FB,261.36,270.47,257.34,264.6,27165679
135,2020-11-02,PFE,35.475,35.495,34.799,35.181,20765242
136,2020-11-02,BNTX,87.1,88.0,83.18,87.9044,2139891
137,2020-11-02,MRNA,67.11,68.6,66.55,68.02,4650268
138,2020-10-30,AMZN,3036.15,3167.0040000000004,3019.0,3157.75,8396081
139,2020-10-30,GOOGL,1616.11,1681.315,1601.57,1667.44,4996197
140,2020-10-30,FB,263.11,276.7,259.1,274.5,47299002
141,2020-10-30,PFE,34.741,34.794000000000004,34.114000000000004,34.506,24852494
142,2020-10-30,BNTX,85.36,88.5,83.05,87.01,2258283
143,2020-10-30,MRNA,67.47,71.49,66.85,70.8,7085797
144,2020-10-29,AMZN,3211.01,3257.25,3164.0,3201.27,6596529
145,2020-10-29,GOOGL,1556.88,1588.735,1516.55,1517.02,2770343
146,2020-10-29,FB,280.83,283.6,273.78,276.55,32368118
147,2020-10-29,PFE,34.545,34.897,33.879,34.741,26690099
148,2020-10-29,BNTX,84.81,85.7701,79.22,81.49,2512014
149,2020-10-29,MRNA,71.28,74.539,66.23,68.35,13776433
150,2020-10-28,AMZN,3162.78,3264.02,3162.47,3249.3,5588330
151,2020-10-28,GOOGL,1510.8,1553.81,1508.48,1550.01,2258675
152,2020-10-28,FB,267.67,278.79,267.26,278.79,23121808
153,2020-10-28,PFE,34.711,36.356,34.584,36.033,32806272
154,2020-10-28,BNTX,77.54,80.74,75.345,79.89,2566120
155,2020-10-28,MRNA,65.74,69.47,65.4899,68.95,6043991
156,2020-10-27,AMZN,3286.33,3291.66,3211.3,3224.94,4291047
157,2020-10-27,GOOGL,1598.88,1602.0,1576.99,1588.9319,1295138
158,2020-10-27,FB,283.29,284.51,276.31,278.76,16287249
159,2020-10-27,PFE,36.65,37.326,36.102,36.268,35707367
160,2020-10-27,BNTX,83.95,84.055,80.5102,83.0,2222134
161,2020-10-27,MRNA,70.67,71.35,68.81,70.45,3812879
162,2020-10-26,AMZN,3207.04,3282.9799,3153.3,3198.74,5901151
163,2020-10-26,GOOGL,1584.29,1629.58,1567.78,1615.0,1791317
164,2020-10-26,FB,277.11,285.23,274.26,283.16,21322925
165,2020-10-26,PFE,37.13,37.228,36.699,37.082,32734206
166,2020-10-26,BNTX,82.93,89.84,80.35,88.22,2879921
167,2020-10-26,MRNA,70.24,71.32,68.7,70.36,3872799
168,2020-10-23,AMZN,3204.4,3205.33,3140.0,3191.0,3466687
169,2020-10-23,GOOGL,1632.98,1634.12,1611.91,1615.05,1527402
170,2020-10-23,FB,284.79,285.24,276.82,278.8024,17535155
171,2020-10-23,PFE,37.384,37.486999999999995,36.863,37.14,29609128
172,2020-10-23,BNTX,88.69,89.99,87.06,89.6045,2079717
173,2020-10-23,MRNA,70.53,72.3997,68.8,72.3,3735087
174,2020-10-22,AMZN,3176.4,3198.75,3121.94,3189.87,4212005
175,2020-10-22,GOOGL,1606.66,1613.42,1577.48,1585.0,1525773
176,2020-10-22,FB,278.12,282.45,275.04,279.87,16720026
177,2020-10-22,PFE,36.65,36.788000000000004,36.259,36.308,18646144
178,2020-10-22,BNTX,86.36,90.12,85.4171,88.99,2205906
179,2020-10-22,MRNA,70.84,72.53,68.4,68.5035,5212065
180,2020-10-21,AMZN,3184.94,3233.875,3160.0,3212.5,4592736
181,2020-10-21,GOOGL,1585.99,1615.14,1567.135,1569.85,3016053
182,2020-10-21,FB,278.73,283.05,276.37,279.56,28998638
183,2020-10-21,PFE,36.308,36.67,36.288000000000004,36.577,18395452
184,2020-10-21,BNTX,87.72,92.94,85.67,92.75,3384553
185,2020-10-21,MRNA,68.37,71.5784,68.06,71.57,4614813
186,2020-10-20,AMZN,3217.01,3266.0,3192.01,3222.28,4509678
187,2020-10-20,GOOGL,1551.08,1573.84,1520.5,1523.11,2085915
188,2020-10-20,FB,267.56,269.7,262.88,263.06,18763246
189,2020-10-20,PFE,36.709,37.1,36.571999999999996,37.082,21689841
190,2020-10-20,BNTX,94.35,96.1167,91.6107,93.92,1872146
191,2020-10-20,MRNA,71.25,73.1,70.65,72.07,5441299
192,2020-10-19,AMZN,3207.21,3329.0,3192.735,3299.61,5223626
193,2020-10-19,GOOGL,1529.95,1583.925,1522.92,1575.93,1486652
194,2020-10-19,FB,261.4,268.55,259.88,265.53,13586955
195,2020-10-19,PFE,37.012,38.038000000000004,36.856,37.62,30939893
196,2020-10-19,BNTX,93.92,97.29,92.24,96.23,2800200
197,2020-10-19,MRNA,70.96,74.09,70.5,73.97,6931283
198,2020-10-16,AMZN,3272.71,3399.6606,3160.0,3363.23,6474353
199,2020-10-16,GOOGL,1567.7,1577.71,1557.66,1561.83,1710325
200,2020-10-16,FB,265.93,271.37,265.3,267.375,16622702
201,2020-10-16,PFE,37.16,37.326,36.249,36.298,41658584
202,2020-10-16,BNTX,94.09,94.15,91.55,93.6,2792475
203,2020-10-16,MRNA,73.94,76.93,73.665,76.06,4693584
204,2020-10-15,AMZN,3338.65,3355.88,3280.0,3292.01,5223448
205,2020-10-15,GOOGL,1555.47,1571.395,1541.1301,1544.5,1561485
206,2020-10-15,FB,266.72,269.04,263.67,267.6,15416064
207,2020-10-15,PFE,35.789,35.975,35.650999999999996,35.867,15597425
208,2020-10-15,BNTX,90.38,90.419,85.5,85.65,2033226
209,2020-10-15,MRNA,75.58,76.49,73.7101,75.48,5014595
210,2020-10-14,AMZN,3363.71,3464.88,3340.0,3447.0,5828916
211,2020-10-14,GOOGL,1563.44,1583.85,1545.895,1573.31,1659228
212,2020-10-14,FB,271.82,278.75,271.5,277.62,15601154
213,2020-10-14,PFE,36.092,36.523,35.808,36.239000000000004,21437707
214,2020-10-14,BNTX,86.86,95.44,85.05,95.419,4198008
215,2020-10-14,MRNA,76.56,80.01,76.3252,80.01,6643833
216,2020-10-13,AMZN,3443.63,3492.38,3424.217,3467.99,5744697
217,2020-10-13,GOOGL,1567.07,1585.16,1558.63,1577.01,1953609
218,2020-10-13,FB,276.14,279.1,273.39,277.58,18063343
219,2020-10-13,PFE,36.131,36.352,35.867,35.906,20874306
220,2020-10-13,BNTX,93.0,94.0162,89.56,90.08,2527487
221,2020-10-13,MRNA,78.29,81.37,75.52,75.93,13669187
222,2020-10-12,AMZN,3442.93,3496.24,3339.55,3349.94,8364198
223,2020-10-12,GOOGL,1564.59,1588.42,1529.3,1538.0,2767164
224,2020-10-12,FB,275.75,280.18,267.87,270.2,31019256
225,2020-10-12,PFE,36.053000000000004,36.406,35.705999999999996,35.935,18811099
226,2020-10-12,BNTX,88.74,91.9,87.6,91.0,2573113
227,2020-10-12,MRNA,75.31,75.8514,72.92,73.61,7590764
228,2020-10-09,AMZN,3286.65,3288.99,3197.83,3210.0,4907871
229,2020-10-09,GOOGL,1510.45,1511.85,1487.0,1492.86,1648340
230,2020-10-09,FB,264.45,264.75,262.17,264.52,14107803
231,2020-10-09,PFE,36.023,36.345,35.828,36.063,22932598
232,2020-10-09,BNTX,89.04,90.0,87.5,88.98,1462528
233,2020-10-09,MRNA,73.0,73.67,72.39,73.42,4774015
234,2020-10-08,AMZN,3190.55,3233.2944,3174.99,3224.99,3174114
235,2020-10-08,GOOGL,1483.43,1488.0275,1465.45,1465.45,1303802
236,2020-10-08,FB,263.76,264.62,259.1488,259.75,16312762
237,2020-10-08,PFE,36.121,36.406,35.749,35.836999999999996,17302981
238,2020-10-08,BNTX,87.95,89.43,85.6,85.83,1826000
239,2020-10-08,MRNA,72.93,73.76,72.01,73.5,4023816
240,2020-10-07,AMZN,3195.69,3200.0,3132.385,3135.0,4309439
241,2020-10-07,GOOGL,1459.14,1468.97,1433.23,1459.31,1805448
242,2020-10-07,FB,258.12,260.18,254.82,259.21,23133417
243,2020-10-07,PFE,35.711,35.828,35.279,35.505,21472000
244,2020-10-07,BNTX,86.23,86.44,80.7,83.32,2354681
245,2020-10-07,MRNA,72.37,73.24,70.959,71.23,4190611
246,2020-10-06,AMZN,3099.96,3182.0,3090.0,3165.0,5086857
247,2020-10-06,GOOGL,1451.02,1484.52,1445.01,1475.5,1304752
248,2020-10-06,FB,258.66,265.69,258.24,261.78,18696917
249,2020-10-06,PFE,35.417,36.259,35.339,36.229,24449961
250,2020-10-06,BNTX,85.59,88.3,83.52,86.84,5702111
251,2020-10-06,MRNA,71.04,73.92,70.31,72.0,7285512
252,2020-10-05,AMZN,3199.2,3202.53,3140.85,3145.84,3775332
253,2020-10-05,GOOGL,1482.83,1484.7,1460.09,1462.65,1080058
254,2020-10-05,FB,264.65,264.865,260.8401,262.2,12822252
255,2020-10-05,PFE,35.985,36.111999999999995,35.583,35.769,18797689
256,2020-10-05,BNTX,80.7,81.56,75.65,75.7,3750552
257,2020-10-05,MRNA,71.95,72.02,69.05,69.64,6518121
258,2020-10-02,AMZN,3125.0,3195.7965,3123.0,3153.63,5613098
259,2020-10-02,GOOGL,1455.6,1479.03,1447.35,1459.63,1561132
260,2020-10-02,FB,259.94,265.15,259.18,261.21,16367597
261,2020-10-02,PFE,35.622,35.896,35.279,35.309,20795364
262,2020-10-02,BNTX,73.7,75.0,71.16,71.85,2327847
263,2020-10-02,MRNA,68.81,72.77,67.25,67.9,8004919
264,2020-10-01,AMZN,3221.26,3224.0,3172.0,3208.0,4971922
265,2020-10-01,GOOGL,1487.9,1495.07,1476.8,1483.6608,1644221
266,2020-10-01,FB,266.63,268.33,264.8,265.35,20009801
267,2020-10-01,PFE,35.613,36.317,35.41,36.141,21821128
268,2020-10-01,BNTX,72.71,72.87,69.31,70.0,2371702
269,2020-10-01,MRNA,70.03,70.2,68.16,69.57,6838969
270,2020-09-30,AMZN,3148.73,3212.88,3133.99,3141.14,4896101
271,2020-09-30,GOOGL,1465.6,1486.1975,1455.755,1460.935,2046170
272,2020-09-30,FB,261.9,266.085,260.1,261.98,20142546
273,2020-09-30,PFE,35.935,36.189,35.495,35.515,21926675
274,2020-09-30,BNTX,69.23,69.47,67.0984,67.4,1746815
275,2020-09-30,MRNA,70.75,75.39,70.16,72.51,15690706
276,2020-09-29,AMZN,3144.88,3188.26,3132.54,3175.39,3503398
277,2020-09-29,GOOGL,1466.02,1472.0,1454.0,1463.91,1591112
278,2020-09-29,FB,261.79,263.33,256.9,257.81,20215504
279,2020-09-29,PFE,35.417,35.779,35.284,35.671,13110724
280,2020-09-29,BNTX,66.86,67.1087,65.76,66.6,854092
281,2020-09-29,MRNA,70.52,71.34,69.5851,70.46,6294318
282,2020-09-28,AMZN,3174.05,3175.04,3117.1684,3148.85,4224165
283,2020-09-28,GOOGL,1458.66,1472.99,1446.28,1471.99,1539236
284,2020-09-28,FB,256.82,259.6,254.8208,259.4,18826254
285,2020-09-28,PFE,35.632,35.813,35.407,35.407,14577180
286,2020-09-28,BNTX,66.5,67.8,65.72,66.99,1750004
287,2020-09-28,MRNA,70.55,71.5,69.1,69.59,7337397
288,2020-09-25,AMZN,3095.13,3101.54,2999.0,3054.86,4615202
289,2020-09-25,GOOGL,1439.06,1445.94,1407.68,1425.05,1516677
290,2020-09-25,FB,254.82,255.75,246.61,249.4,18351311
291,2020-09-25,PFE,35.299,35.397,34.78,34.799,13919592
292,2020-09-25,BNTX,66.69,66.8711,61.27,61.27,1670486
293,2020-09-25,MRNA,69.47,69.73,65.67,65.8865,9190629
294,2020-09-24,AMZN,3019.79,3069.3,2965.0,2977.79,5529392
295,2020-09-24,GOOGL,1422.86,1437.99,1402.15,1402.68,1727611
296,2020-09-24,FB,249.53,252.24,245.62,246.5,20006750
297,2020-09-24,PFE,35.015,35.289,34.799,35.201,20212209
298,2020-09-24,BNTX,62.83,63.93,58.81,62.62,2863427
299,2020-09-24,MRNA,65.17,66.77,63.64,65.5,5565191
300,2020-09-23,AMZN,2999.86,3126.9990000000003,2992.3759,3120.43,5652665
301,2020-09-23,GOOGL,1409.39,1453.08,1402.68,1452.09,1886299
302,2020-09-23,FB,249.02,257.9921,248.15,255.26,19641266
303,2020-09-23,PFE,35.251,35.62,35.216,35.583,22385201
304,2020-09-23,BNTX,63.83,67.28,63.6861,67.25,1677999
305,2020-09-23,MRNA,67.16,68.62,65.77,67.865,6919352
306,2020-09-22,AMZN,3128.99,3133.99,3000.2,3033.835,6948816
307,2020-09-22,GOOGL,1459.82,1463.97,1429.495,1450.32,1697542
308,2020-09-22,FB,254.75,255.32,248.22,253.31,30293103
309,2020-09-22,PFE,35.495,35.573,34.995,35.064,22021604
310,2020-09-22,BNTX,67.05,67.7573,63.61,65.38,1572284
311,2020-09-22,MRNA,68.72,69.19,66.67,67.5,6303612
312,2020-09-21,AMZN,2960.47,2962.0,2871.0,2906.5,6117925
313,2020-09-21,GOOGL,1430.14,1440.06,1402.68,1431.62,2845405
314,2020-09-21,FB,248.15,249.95,244.13,247.54,24709378
315,2020-09-21,PFE,35.269,35.72,34.638000000000005,35.613,25782751
316,2020-09-21,BNTX,66.12,66.2,62.3,65.56,2118737
317,2020-09-21,MRNA,69.26,69.48,65.46,68.6,8223034
318,2020-09-18,AMZN,2954.91,3037.8,2905.54,3031.74,8892580
319,2020-09-18,GOOGL,1451.09,1495.2,1431.62,1488.3,3152788
320,2020-09-18,FB,252.53,259.2,250.05,258.405,28130767
321,2020-09-18,PFE,35.867,36.298,35.808,36.014,30710575
322,2020-09-18,BNTX,67.0,68.44,65.17,68.01,2608880
323,2020-09-18,MRNA,69.87,70.0,66.1,68.28,13206193
324,2020-09-17,AMZN,3008.73,3029.4320000000002,2972.55,3009.25,6449050
325,2020-09-17,GOOGL,1487.04,1498.66,1462.46,1485.81,2000356
326,2020-09-17,FB,254.82,261.5,250.19,258.28,31281441
327,2020-09-17,PFE,36.053000000000004,36.2,35.789,36.014,17338799
328,2020-09-17,BNTX,66.78,68.71,65.15,66.82,2860010
329,2020-09-17,MRNA,67.89,70.9,64.6,68.5,13275199
330,2020-09-16,AMZN,3078.1,3187.238,3074.15,3179.99,4531189
331,2020-09-16,GOOGL,1512.09,1554.37,1511.59,1542.48,1107169
332,2020-09-16,FB,263.52,272.44,261.79,267.29,29207594
333,2020-09-16,PFE,36.014,36.533,35.955,36.504,21554976
334,2020-09-16,BNTX,66.04,67.29,65.4078,65.51,2237787
335,2020-09-16,MRNA,68.84,70.04,66.73,67.64,11398006
336,2020-09-15,AMZN,3156.13,3175.02,3108.92,3136.16,4021535
337,2020-09-15,GOOGL,1535.12,1550.99,1522.1,1527.89,1152055
338,2020-09-15,FB,272.42,274.52,269.3,270.67,18478530
339,2020-09-15,PFE,36.19,36.571999999999996,36.043,36.415,21320571
340,2020-09-15,BNTX,66.92,70.0,66.15,70.0,3168285
341,2020-09-15,MRNA,66.88,68.41,64.2293,65.0274,9101184
342,2020-09-14,AMZN,3102.97,3187.39,3096.0,3172.9372,4529596
343,2020-09-14,GOOGL,1508.83,1557.0,1505.11,1531.6471,2133007
344,2020-09-14,FB,266.15,276.64,265.7,270.95,24093830
345,2020-09-14,PFE,36.239000000000004,36.756,35.525,35.603,28647610
346,2020-09-14,BNTX,67.48,69.65,66.77,67.5,3373555
347,2020-09-14,MRNA,63.67,63.85,60.115,60.15,8930779
348,2020-09-11,AMZN,3116.22,3217.3409,3083.98,3208.69,5093982
349,2020-09-11,GOOGL,1515.76,1538.695,1493.02,1528.15,1535337
350,2020-09-11,FB,266.61,271.39,262.64,270.06,18913883
351,2020-09-11,PFE,35.319,35.357,34.711,34.995,23360710
352,2020-09-11,BNTX,65.13,65.28,61.05,61.4521,2515244
353,2020-09-11,MRNA,59.34,59.51,57.45,58.49,4821869
354,2020-09-10,AMZN,3175.11,3349.89,3170.55,3307.2188,5330741
355,2020-09-10,GOOGL,1526.05,1573.66,1520.0,1550.18,1651194
356,2020-09-10,FB,268.09,279.16,267.0319,275.51,24814669
357,2020-09-10,PFE,34.907,35.563,34.842,35.446,20978472
358,2020-09-10,BNTX,61.2,62.28,60.5,62.0,1751775
359,2020-09-10,MRNA,57.56,60.32,56.87,57.0408,7985321
360,2020-09-09,AMZN,3268.61,3303.175,3185.0,3202.99,5188675
361,2020-09-09,GOOGL,1547.23,1558.72,1525.17,1548.9,1962078
362,2020-09-09,FB,273.72,278.48,271.35,275.77,22918769
363,2020-09-09,PFE,35.427,35.887,35.387,35.534,26637002
364,2020-09-09,BNTX,62.32,63.38,60.6,63.0,3406940
365,2020-09-09,MRNA,56.9,57.19,54.51,56.03,9355441
366,2020-09-08,AMZN,3149.84,3250.845,3130.0,3144.0,6094205
367,2020-09-08,GOOGL,1523.6,1555.55,1516.5,1525.0,2701586
368,2020-09-08,FB,271.16,279.3,269.42,271.28,24863997
369,2020-09-08,PFE,35.181,35.847,34.937,35.769,25906625
370,2020-09-08,BNTX,59.83,61.0,58.69,60.16,2887809
371,2020-09-08,MRNA,54.34,58.6,54.21,57.75,17706208
372,2020-09-04,AMZN,3294.62,3381.5,3111.13,3318.0,8781754
373,2020-09-04,GOOGL,1581.21,1634.99,1537.9701,1609.0,2792533
374,2020-09-04,FB,282.73,289.0,271.14,287.25,30333671
375,2020-09-04,PFE,35.603,35.867,35.123000000000005,35.73,26037892
376,2020-09-04,BNTX,58.57,59.96,54.1,59.28,1985494
377,2020-09-04,MRNA,62.6,65.0,59.01,64.99,11653287
378,2020-09-03,AMZN,3368.0,3488.41,3303.0,3485.0,8161113
379,2020-09-03,GOOGL,1629.51,1700.0,1607.71,1699.52,3186287
380,2020-09-03,FB,291.12,297.6,283.63,295.99,32294092
381,2020-09-03,PFE,35.641,36.709,35.348,36.592,34840361
382,2020-09-03,BNTX,59.28,63.67,57.1,63.45,2585983
383,2020-09-03,MRNA,64.84,69.35,64.3,65.65,14307317
384,2020-09-02,AMZN,3531.45,3552.25,3486.685,3547.0,3931476
385,2020-09-02,GOOGL,1717.39,1726.1022,1660.19,1668.01,2476072
386,2020-09-02,FB,302.5,303.6,293.05,298.88,24341369
387,2020-09-02,PFE,36.425,36.523,35.641,36.004,28166184
388,2020-09-02,BNTX,61.99,63.29,54.96,56.01,3892797
389,2020-09-02,MRNA,64.72,64.89,61.3805,62.84,9874614
390,2020-09-01,AMZN,3499.12,3513.87,3467.0,3489.58,3476407
391,2020-09-01,GOOGL,1655.08,1659.22,1629.53,1632.16,1133766
392,2020-09-01,FB,295.44,301.49,292.71,294.71,17320872
393,2020-09-01,PFE,36.111999999999995,37.032,35.749,37.001999999999995,35038661
394,2020-09-01,BNTX,57.81,60.53,56.66,58.71,3575538
395,2020-09-01,MRNA,63.32,64.5,62.5,63.54,8200671
396,2020-08-31,AMZN,3450.96,3495.0,3405.0,3408.99,4185885
397,2020-08-31,GOOGL,1629.53,1644.5,1625.33,1643.57,1321097
398,2020-08-31,FB,293.2,296.88,291.55,293.95,17345134
399,2020-08-31,PFE,37.001999999999995,37.228,36.719,37.052,29099992
400,2020-08-31,BNTX,61.25,63.18,60.34,62.82,2217166
401,2020-08-31,MRNA,64.89,67.2,62.54,67.14,15271802
402,2020-08-28,AMZN,3401.8,3433.3699,3386.5,3423.0,2896978
403,2020-08-28,GOOGL,1639.43,1641.35,1625.605,1629.47,1121195
404,2020-08-28,FB,293.66,297.23,290.98,295.0,17172415
405,2020-08-28,PFE,37.12,37.268,36.621,37.082,31811175
406,2020-08-28,BNTX,64.0,65.5,63.32,65.04,1764738
407,2020-08-28,MRNA,67.49,68.95,67.15,68.04,6383705
408,2020-08-27,AMZN,3400.0,3453.0,3378.0,3450.05,4264795
409,2020-08-27,GOOGL,1628.52,1647.99,1618.8137,1646.61,1567503
410,2020-08-27,FB,293.22,301.23,292.02,300.16,30301309
411,2020-08-27,PFE,37.071999999999996,37.208,36.895,37.17,21468654
412,2020-08-27,BNTX,65.59,68.69,64.7901,68.2,1980527
413,2020-08-27,MRNA,68.03,70.32,67.01,69.98,9262562
414,2020-08-26,AMZN,3441.85,3451.7387,3344.5675,3351.11,6508743
415,2020-08-26,GOOGL,1644.13,1652.79,1600.9754,1606.3,2609363
416,2020-08-26,FB,303.91,304.67,284.0,284.0,69015151
417,2020-08-26,PFE,37.258,37.472,36.876,37.394,23335911
418,2020-08-26,BNTX,67.9,70.0,67.05,70.0,1711437
419,2020-08-26,MRNA,70.5,71.64,66.03,67.62,28768082
420,2020-08-25,AMZN,3346.49,3357.4,3267.0,3294.99,3992842
421,2020-08-25,GOOGL,1605.85,1608.88,1577.88,1580.1,1257463
422,2020-08-25,FB,280.82,283.09,270.2601,272.41,42127240
423,2020-08-25,PFE,37.61,37.756,37.16,37.708,25407075
424,2020-08-25,BNTX,70.49,70.5,68.21,70.07,1576204
425,2020-08-25,MRNA,66.25,66.696,63.55,64.32,7798501
426,2020-08-24,AMZN,3307.46,3380.315,3257.5608,3310.15,4666258
427,2020-08-24,GOOGL,1585.15,1608.78,1575.04,1592.47,1281893
428,2020-08-24,FB,271.39,277.2478,268.7701,271.07,23685603
429,2020-08-24,PFE,38.031,38.227,37.736999999999995,38.207,24235345
430,2020-08-24,BNTX,70.85,77.4,69.75,76.99,3393879
431,2020-08-24,MRNA,64.88,67.85,62.88,67.15,13143244
432,2020-08-21,AMZN,3284.72,3314.3962,3275.39,3295.0,3575862
433,2020-08-21,GOOGL,1575.57,1591.88,1562.31,1571.8,1742275
434,2020-08-21,FB,267.01,270.49,266.42,268.69,15538615
435,2020-08-21,PFE,38.07,38.188,37.766,38.1,24676428
436,2020-08-21,BNTX,73.02,76.28,70.34,71.77,6290399
437,2020-08-21,MRNA,66.45,68.02,65.6,67.5,6935608
438,2020-08-20,AMZN,3297.37,3312.62,3238.0,3252.0,3332478
439,2020-08-20,GOOGL,1576.25,1580.17,1534.46,1539.97,1319131
440,2020-08-20,FB,269.01,269.63,261.46,261.5,20299688
441,2020-08-20,PFE,37.914,37.982,37.336,37.384,21275749
442,2020-08-20,BNTX,66.27,70.29,64.08,66.0765,2932615
443,2020-08-20,MRNA,67.81,68.0,66.63,67.79,6346700
444,2020-08-19,AMZN,3260.48,3315.9,3256.0001,3303.01,4185137
445,2020-08-19,GOOGL,1544.61,1568.86,1540.0,1552.49,1523592
446,2020-08-19,FB,262.59,267.908,261.35,261.388,23291463
447,2020-08-19,PFE,37.463,37.802,37.326,37.678000000000004,15202878
448,2020-08-19,BNTX,65.6,67.48,65.01,67.42,2326648
449,2020-08-19,MRNA,68.0,69.17,66.6,66.74,8558809
450,2020-08-18,AMZN,3312.49,3320.0,3205.8187,3212.0,5345974
451,2020-08-18,GOOGL,1555.78,1557.37,1521.665,1526.12,1418850
452,2020-08-18,FB,262.34,265.15,259.26,260.95,18690383
453,2020-08-18,PFE,37.561,37.658,37.374,37.649,10509652
454,2020-08-18,BNTX,67.88,70.35,67.06,69.69,1905103
455,2020-08-18,MRNA,67.03,69.7,65.23,68.28,11329150
456,2020-08-17,AMZN,3182.41,3194.97,3154.1775,3173.12,2691237
457,2020-08-17,GOOGL,1516.24,1523.78,1505.0,1515.97,999934
458,2020-08-17,FB,261.16,264.0973,259.4,262.5,13351062
459,2020-08-17,PFE,37.551,37.61,37.155,37.248000000000005,16951062
460,2020-08-17,BNTX,70.26,71.3558,68.81,69.09,1947963
461,2020-08-17,MRNA,69.76,70.78,68.38,69.14,8749112
462,2020-08-14,AMZN,3148.02,3178.2357,3120.0,3178.18,2751723
463,2020-08-14,GOOGL,1504.63,1519.785,1499.0,1513.61,1097059
464,2020-08-14,FB,261.24,262.65,258.6801,262.305,14792708
465,2020-08-14,PFE,37.268,37.59,37.14,37.218,12500686
466,2020-08-14,BNTX,68.64,70.98,68.02,70.93,1862379
467,2020-08-14,MRNA,69.15,70.36,67.86,68.06,12799582
468,2020-08-13,AMZN,3161.02,3217.5211,3155.0,3182.99,3149043
469,2020-08-13,GOOGL,1516.65,1536.9744,1508.21,1508.21,1119711
470,2020-08-13,FB,261.3,265.16,259.57,261.55,17373970
471,2020-08-13,PFE,37.374,37.384,37.091,37.275999999999996,14863685
472,2020-08-13,BNTX,71.0,71.53,67.3038,68.25,2390942
473,2020-08-13,MRNA,67.83,69.18,67.05,69.09,15055934
474,2020-08-12,AMZN,3162.24,3174.385,3101.42,3108.0,3527229
475,2020-08-12,GOOGL,1507.24,1511.67,1485.0,1487.1245,1126560
476,2020-08-12,FB,259.89,263.8973,258.1125,258.97,21428329
477,2020-08-12,PFE,37.532,37.747,37.022,37.042,19345916
478,2020-08-12,BNTX,69.11,71.16,66.12,70.89,3253597
479,2020-08-12,MRNA,69.52,75.75,68.3,75.67,50471491
480,2020-08-11,AMZN,3080.67,3159.22,3073.0,3113.2,3718057
481,2020-08-11,GOOGL,1480.54,1510.44,1478.19,1494.0,1554853
482,2020-08-11,FB,256.13,265.915,255.13,260.185,28238283
483,2020-08-11,PFE,37.001999999999995,37.775999999999996,36.89,37.756,20664720
484,2020-08-11,BNTX,68.45,72.88,66.51,69.0,4032231
485,2020-08-11,MRNA,68.97,71.4,67.0,69.52,18118727
486,2020-08-10,AMZN,3148.16,3172.51,3101.52,3170.31,3167274
487,2020-08-10,GOOGL,1496.82,1507.15,1477.4901,1490.8,1027329
488,2020-08-10,FB,263.0,273.86,259.69,268.04,30248826
489,2020-08-10,PFE,37.59,37.854,37.463,37.747,19344715
490,2020-08-10,BNTX,73.95,77.2775,70.9,77.0,2830610
491,2020-08-10,MRNA,72.01,75.0,71.41,74.27,8678274
492,2020-08-07,AMZN,3167.46,3240.81,3140.6726,3224.01,3936127
493,2020-08-07,GOOGL,1498.37,1520.09,1486.27,1509.04,1386294
494,2020-08-07,FB,268.44,278.89,263.43,264.08,72766364
495,2020-08-07,PFE,37.649,37.811,37.366,37.501999999999995,22380111
496,2020-08-07,BNTX,77.0,78.54,74.03,77.09,3038220
497,2020-08-07,MRNA,74.1,75.39,73.01,74.38,8771437
498,2020-08-06,AMZN,3225.0,3247.47,3165.43,3194.36,3940602
499,2020-08-06,GOOGL,1504.95,1506.27,1471.9,1476.15,1665261
500,2020-08-06,FB,265.28,266.6,248.665,249.04,45241611
501,2020-08-06,PFE,37.472,38.286,37.357,37.961999999999996,20272460
502,2020-08-06,BNTX,77.08,80.26,76.58,79.29,3175182
503,2020-08-06,MRNA,73.76,76.25,73.12,75.79,11691503
504,2020-08-05,AMZN,3205.03,3213.5859,3127.3,3143.77,3930025
505,2020-08-05,GOOGL,1479.09,1490.0,1471.215,1476.82,1457518
506,2020-08-05,FB,249.12,252.2698,247.77,250.19,13088361
507,2020-08-05,PFE,37.649,37.728,37.336,37.668,23840873
508,2020-08-05,BNTX,81.3,83.2,76.845,82.82,4085523
509,2020-08-05,MRNA,75.8,77.49,73.69,77.49,19859902
510,2020-08-04,AMZN,3138.83,3167.24,3101.21,3101.21,4694294
511,2020-08-04,GOOGL,1473.3,1493.11,1464.03,1486.71,1860609
512,2020-08-04,FB,249.83,252.8,247.43,251.56,17183533
513,2020-08-04,PFE,37.59,37.874,37.296,37.512,28534218
